date,state,sentiment
20200630,HI,0
20200701,HI,0
20200702,HI,0
20200703,HI,0
20200704,HI,0
20200705,HI,0
20200706,HI,0
20200707,HI,0
20200708,HI,0
20200709,HI,0
20200710,HI,0
20200711,HI,0
20200712,HI,0
20200713,HI,0
20200714,HI,0
20200715,HI,0
20200716,HI,0
20200717,HI,0
20200718,HI,0
20200719,HI,0
20200720,HI,0
20200721,HI,0
20200722,HI,0
20200723,HI,0
20200724,HI,0
20200725,HI,0
20200726,HI,0
20200727,HI,0
20200728,HI,0
20200729,HI,0
20200730,HI,0
20200731,HI,0
20200801,HI,0
20200802,HI,0
20200803,HI,0
20200804,HI,0
20200805,HI,0
20200806,HI,0
20200807,HI,0
20200808,HI,0
20200809,HI,0
20200810,HI,0
20200811,HI,0
20200812,HI,0
20200813,HI,0
20200814,HI,0
20200815,HI,0
20200816,HI,0
20200817,HI,0
20200818,HI,0
20200819,HI,0
20200820,HI,0
20200821,HI,0
20200822,HI,0
20200823,HI,0
20200824,HI,0
20200825,HI,0
20200826,HI,0
20200827,HI,0
20200828,HI,0
20200829,HI,0
20200830,HI,0
20200831,HI,0
20200901,HI,0
20200902,HI,0
20200903,HI,0
20200904,HI,0
20200905,HI,0
20200906,HI,0
20200907,HI,0
20200908,HI,0
20200909,HI,0
20200910,HI,0
20200911,HI,0
20200912,HI,0
20200913,HI,0
20200914,HI,0
20200915,HI,0
20200916,HI,0
20200917,HI,0
20200918,HI,0
20200919,HI,0
20200920,HI,0
20200921,HI,0
20200922,HI,0
20200923,HI,0
20200924,HI,0
20200925,HI,0
20200926,HI,0
20200927,HI,0
20200928,HI,0
20200929,HI,0
20200930,HI,0
20201001,HI,0
20201002,HI,0
20201003,HI,0
20201004,HI,0
20201005,HI,0
20201006,HI,0
20201007,HI,0
20201008,HI,0
20201009,HI,0
20201010,HI,0
20201011,HI,0
20201012,HI,0
20201013,HI,0
20201014,HI,0
20201015,HI,0
20201016,HI,0
20201017,HI,0
20201018,HI,0
20201019,HI,0
20201020,HI,0
20201021,HI,0
20201022,HI,0
20201023,HI,0
20201024,HI,0
20201025,HI,0
20201026,HI,0
20201027,HI,0
20201028,HI,0
20201029,HI,0
20201030,HI,0
20201031,HI,0
20201101,HI,0
20201102,HI,0
20201103,HI,0
20201104,HI,0
20201105,HI,0
20201106,HI,0
20201107,HI,0
20201108,HI,0
20201109,HI,0
20201110,HI,0
20201111,HI,0
20201112,HI,0
20201113,HI,0
20201114,HI,0
20201115,HI,0
20201116,HI,0
20201117,HI,0
20201118,HI,0
20201119,HI,0
20201120,HI,0
20201121,HI,0
20201122,HI,0
20201123,HI,0
20201124,HI,0
20201125,HI,0
20201126,HI,0
20201127,HI,0
20201128,HI,0
20201129,HI,0
20201130,HI,0
20201201,HI,0
20201202,HI,0
20201203,HI,0
20201204,HI,0
20201205,HI,0
20201206,HI,0
20201207,HI,0
20201208,HI,0
20201209,HI,0
20201210,HI,0
20201211,HI,0
20201212,HI,0
20201213,HI,0
20201214,HI,0
20201215,HI,0
20201216,HI,0
20201217,HI,0
20201218,HI,0
20201219,HI,0
20201220,HI,0
20201221,HI,0
20201222,HI,0
20201223,HI,0
20201224,HI,0
20201225,HI,0
20201226,HI,0
20201227,HI,0
20201228,HI,0
20201229,HI,0
20201230,HI,0
20210101,HI,0
20210102,HI,0
20210103,HI,0
20210104,HI,0
20210105,HI,0
20210106,HI,0
20210107,HI,0
20210108,HI,0
20210109,HI,0
20210110,HI,0
20210111,HI,0
20210112,HI,0
20210113,HI,0
20210114,HI,0
20210115,HI,0
20210116,HI,0
20210117,HI,0
20210118,HI,0
20210119,HI,0
20210120,HI,0
20210121,HI,0
20210122,HI,0
20210123,HI,0
20210124,HI,0
20210125,HI,0
20210126,HI,0
20210127,HI,0
20210128,HI,0
20210129,HI,0
20210130,HI,0
20210131,HI,0
20210201,HI,0
20210202,HI,0
20210203,HI,0
20210204,HI,0
20210205,HI,0
20210206,HI,0
20210207,HI,0
20210208,HI,0
20210209,HI,0
20210210,HI,0
20210211,HI,0
20210212,HI,0
20210213,HI,0
20210214,HI,0
20210215,HI,0
20210216,HI,0
20210217,HI,0
20210218,HI,0
20210219,HI,0
20210220,HI,0
20210221,HI,0
20210222,HI,0
20210223,HI,0
20210224,HI,0
20210225,HI,0
20210226,HI,0
20210227,HI,0
20210228,HI,0
20210301,HI,0
20210302,HI,0
20210303,HI,0
20210304,HI,0
20210305,HI,0
20210306,HI,0
20210307,HI,0
20210308,HI,0
20210309,HI,0
20210310,HI,0
20210311,HI,0
20210312,HI,0
20210313,HI,0
20210314,HI,0
20210315,HI,0
20210316,HI,0
20210317,HI,0
20210318,HI,0
20210319,HI,0
20210320,HI,0
20210321,HI,0
20210322,HI,0
20200320,IA,0
20200321,IA,0.8553
20200322,IA,0
20200323,IA,0.8807
20200324,IA,0.03545
20200325,IA,0
20200326,IA,-0.1079
20200327,IA,0.29295
20200328,IA,0.6379
20200330,IA,0.4215
20200331,IA,0.4753
20200401,IA,0.6705
20200402,IA,-0.7351
20200403,IA,0.6808
20200404,IA,0.6239
20200405,IA,-0.0292
20200406,IA,0
20200407,IA,0
20200408,IA,0
20200409,IA,0
20200410,IA,0
20200411,IA,0
20200412,IA,0
20200413,IA,0
20200414,IA,0
20200415,IA,0
20200416,IA,0.6562
20200417,IA,0.7952
20200418,IA,0.5035
20200419,IA,-0.0902
20200420,IA,0.2425
20200421,IA,0
20200422,IA,0
20200423,IA,0.91
20200424,IA,0
20200425,IA,0.65615
20200426,IA,-0.005925
20200427,IA,0.2483
20200428,IA,0.0429
20200429,IA,0.29536
20200430,IA,0.6284
20200501,IA,-0.20378
20200502,IA,0.4876
20200503,IA,0.304966667
20200504,IA,0.276666667
20200505,IA,-0.139975
20200506,IA,0.3454
20200507,IA,0.370266667
20200508,IA,0.401166667
20200509,IA,0.42855
20200510,IA,0.9192
20200511,IA,0.412633333
20200512,IA,-0.309866667
20200513,IA,0
20200514,IA,0.57155
20200515,IA,0.476466667
20200516,IA,0.01365
20200517,IA,0
20200518,IA,0.37155
20200519,IA,0.4679
20200520,IA,0.2196
20200521,IA,0.9203
20200522,IA,0.23035
20200523,IA,0.1615
20200524,IA,0.2294
20200525,IA,0
20200526,IA,0.5848
20200527,IA,-0.05305
20200528,IA,-0.073133333
20200529,IA,0
20200530,IA,-0.0616
20200531,IA,0
20200601,IA,0
20200602,IA,-0.266625
20200603,IA,0
20200604,IA,0.8083
20200605,IA,-0.036033333
20200606,IA,0.26962
20200607,IA,-0.7906
20200608,IA,0.47215
20200609,IA,0
20200610,IA,0
20200611,IA,-0.8797
20200612,IA,0.4753
20200613,IA,0.91155
20200614,IA,0.41915
20200615,IA,0.146475
20200616,IA,-0.0007
20200617,IA,0.6362
20200618,IA,0
20200619,IA,0.7562
20200620,IA,0.5916
20200621,IA,0.20425
20200622,IA,-0.45595
20200623,IA,0.11564
20200624,IA,0
20200625,IA,0.11195
20200626,IA,0
20200627,IA,0.5914
20200628,IA,0.3953
20200629,IA,-0.0803
20200630,IA,-0.2883
20200701,IA,0
20200702,IA,0.07595
20200703,IA,0.238
20200704,IA,-0.0879
20200705,IA,0.222475
20200706,IA,0.6514
20200707,IA,-0.6059
20200708,IA,0
20200709,IA,0.2606
20200710,IA,0.0836
20200711,IA,-0.162666667
20200712,IA,-0.03395
20200713,IA,0.31655
20200714,IA,0.9354
20200715,IA,0.5374
20200716,IA,0.50878
20200717,IA,-0.071466667
20200718,IA,0.7454
20200719,IA,0.2294
20200720,IA,0.72175
20200721,IA,-0.2893
20200722,IA,0.10115
20200723,IA,0.583966667
20200724,IA,0.522766667
20200725,IA,-0.1082
20200726,IA,0.4574
20200727,IA,0.24035
20200728,IA,-0.6124
20200729,IA,0.5156
20200730,IA,0
20200731,IA,0.187166667
20200801,IA,0.178633333
20200802,IA,0
20200803,IA,0.30986
20200804,IA,0.91715
20200805,IA,0.28858
20200806,IA,0.577466667
20200807,IA,0.4407
20200808,IA,0.599114286
20200809,IA,0.6822
20200810,IA,0.873
20200811,IA,0
20200812,IA,0.8689
20200813,IA,-0.00435
20200814,IA,0.386
20200815,IA,0.397414286
20200816,IA,-0.3754
20200817,IA,0.4009
20200818,IA,0.3987
20200819,IA,0.820766667
20200820,IA,0.5941
20200821,IA,-0.1243
20200822,IA,0.38054
20200823,IA,0.41854
20200824,IA,0.386466667
20200825,IA,0.52085
20200826,IA,0.64125
20200827,IA,0.30664
20200828,IA,0.2502
20200829,IA,0.67265
20200830,IA,0
20200831,IA,0.16334
20200901,IA,0.057833333
20200902,IA,0.6074
20200903,IA,0.08994
20200904,IA,0.068875
20200905,IA,0.3402
20200906,IA,0
20200907,IA,0.672
20200908,IA,-0.12405
20200909,IA,0.1619
20200910,IA,0.8823
20200911,IA,0
20200912,IA,0.28595
20200913,IA,0.51255
20200914,IA,0
20200915,IA,0
20200916,IA,0
20200917,IA,0.43095
20200918,IA,0
20200919,IA,0
20200920,IA,0.58505
20200921,IA,0
20200922,IA,0.00405
20200923,IA,-0.1909
20200924,IA,0.6369
20200925,IA,0.6375
20200926,IA,0
20200927,IA,0
20200928,IA,0.46715
20200929,IA,0.6705
20200930,IA,-0.5423
20201001,IA,0.8209
20201002,IA,0
20201003,IA,0
20201004,IA,0.7236
20201005,IA,0
20201006,IA,0
20201007,IA,0
20201008,IA,0.4155
20201009,IA,0
20201010,IA,0.253733333
20201011,IA,0.2481
20201012,IA,0
20201013,IA,0
20201014,IA,0
20201015,IA,0
20201016,IA,0
20201017,IA,0
20201018,IA,0
20201019,IA,-0.1759
20201020,IA,0.5267
20201021,IA,0.6369
20201022,IA,0
20201023,IA,0.28835
20201024,IA,0.3958
20201025,IA,0
20201026,IA,0.7901
20201027,IA,0
20201028,IA,0.2023
20201029,IA,0.7003
20201030,IA,0
20201031,IA,0.4404
20201101,IA,-0.29295
20201102,IA,0.14695
20201103,IA,0.4981
20201104,IA,0
20201105,IA,0
20201106,IA,-0.1027
20201107,IA,0.6486
20201108,IA,0.7579
20201109,IA,0.21195
20201110,IA,0
20201111,IA,0
20201112,IA,-0.3182
20201113,IA,0
20201114,IA,0.009
20201115,IA,0
20201116,IA,0
20201117,IA,0
20201118,IA,0
20201119,IA,0.265166667
20201120,IA,0
20201121,IA,0.802
20201122,IA,0.2986
20201123,IA,0.26275
20201124,IA,0.9459
20201125,IA,0.1799
20201126,IA,0.8655
20201127,IA,0.7556
20201128,IA,0
20201129,IA,0
20201130,IA,0
20201201,IA,0
20201202,IA,-0.29295
20201203,IA,0
20201204,IA,-0.3767
20201205,IA,0
20201206,IA,0.4404
20201207,IA,0
20201208,IA,0
20201209,IA,0
20201210,IA,0
20201211,IA,0.4404
20201212,IA,0.33335
20201213,IA,0
20201214,IA,0.28595
20201215,IA,0
20201216,IA,0
20201217,IA,0
20201218,IA,0
20201219,IA,0
20201220,IA,-0.29045
20201221,IA,0
20201222,IA,0
20201223,IA,0.8388
20201224,IA,0.7634
20201225,IA,0.0772
20201226,IA,0
20201227,IA,0
20201228,IA,0.24935
20201229,IA,0.8338
20201230,IA,0.2294
20210101,IA,0
20210102,IA,0
20210103,IA,-0.0772
20210104,IA,0.5765
20210105,IA,0.1852
20210106,IA,0
20210107,IA,0
20210108,IA,0
20210109,IA,0.903
20210110,IA,0.8313
20210111,IA,0
20210112,IA,0.9378
20210113,IA,0
20210114,IA,0
20210115,IA,0
20210116,IA,0
20210117,IA,0
20210118,IA,0
20210119,IA,0.6351
20210120,IA,0.5684
20210121,IA,-0.4588
20210122,IA,0
20210123,IA,0
20210124,IA,0
20210125,IA,0.2083
20210126,IA,0
20210127,IA,0.68505
20210128,IA,0
20210129,IA,0.401166667
20210130,IA,0
20210131,IA,0
20210201,IA,0
20210202,IA,0
20210203,IA,0
20210204,IA,0
20210205,IA,0.265733333
20210206,IA,0.8398
20210207,IA,0.6486
20210208,IA,0
20210209,IA,0
20210210,IA,0.9217
20210211,IA,0
20210212,IA,0
20210213,IA,0
20210214,IA,0.1531
20210215,IA,0.9504
20210216,IA,0
20210217,IA,0
20210218,IA,0
20210219,IA,0
20210220,IA,0
20210221,IA,0.1531
20210222,IA,0.7777
20210223,IA,0
20210224,IA,0
20210225,IA,0
20210226,IA,0
20210227,IA,0.455
20210228,IA,0
20210301,IA,0
20210302,IA,0
20210303,IA,0.8519
20210304,IA,0.4923
20210305,IA,0
20210306,IA,0.42955
20210307,IA,-0.03635
20210308,IA,0.243233333
20210309,IA,0.6815
20210310,IA,0.23765
20210311,IA,0.1366
20210312,IA,0
20210313,IA,0.495433333
20210314,IA,0.7351
20210315,IA,0
20210316,IA,0
20210317,IA,0.4404
20210318,IA,0.34
20210319,IA,-0.19935
20210320,IA,0.1582
20210321,IA,0.58865
20210322,IA,0.2294
20200320,ID,0
20200321,ID,0
20200322,ID,0
20200323,ID,0
20200324,ID,0
20200325,ID,0.4295
20200326,ID,0
20200327,ID,0
20200328,ID,0
20200330,ID,-0.5423
20200331,ID,0.10115
20200401,ID,0.8126
20200402,ID,0
20200403,ID,0
20200404,ID,0
20200405,ID,0
20200406,ID,0.3612
20200407,ID,0.7545
20200408,ID,0
20200409,ID,0
20200410,ID,0
20200411,ID,0
20200412,ID,0
20200413,ID,0
20200414,ID,0
20200415,ID,0
20200416,ID,0
20200417,ID,0
20200418,ID,0.08995
20200419,ID,0.21985
20200420,ID,0.7246
20200421,ID,0.9062
20200422,ID,0.636
20200423,ID,0.5481
20200424,ID,0.7067
20200425,ID,0
20200426,ID,0
20200427,ID,0.7906
20200428,ID,0.051466667
20200429,ID,0
20200430,ID,0
20200501,ID,0.7835
20200502,ID,-0.08345
20200503,ID,0.26075
20200504,ID,0
20200505,ID,0
20200506,ID,0
20200507,ID,0.2481
20200508,ID,-0.60805
20200509,ID,0.60985
20200510,ID,0.6114
20200511,ID,0.2287
20200512,ID,0.4693
20200513,ID,0.6114
20200514,ID,0.190371429
20200515,ID,-0.47245
20200516,ID,0
20200517,ID,0
20200518,ID,0
20200519,ID,0.645433333
20200520,ID,0.72495
20200521,ID,0.467233333
20200522,ID,0.7127
20200523,ID,0
20200524,ID,0.1406
20200525,ID,0
20200526,ID,0
20200527,ID,0
20200528,ID,0
20200529,ID,-0.2461
20200530,ID,0
20200531,ID,0.9403
20200601,ID,0
20200602,ID,0.6514
20200603,ID,0
20200604,ID,0
20200605,ID,0
20200606,ID,0.3881
20200607,ID,0.4404
20200608,ID,0.1806
20200609,ID,0
20200610,ID,0
20200611,ID,0
20200612,ID,0.3737
20200613,ID,0.34
20200614,ID,0
20200615,ID,0.4139
20200616,ID,0
20200617,ID,0
20200618,ID,-0.3818
20200619,ID,0.2294
20200620,ID,0.7302
20200621,ID,0
20200622,ID,0.7351
20200623,ID,0
20200624,ID,0.3781
20200625,ID,-0.5719
20200626,ID,0.48605
20200627,ID,0
20200628,ID,0.3182
20200629,ID,0.1175
20200630,ID,0.1265
20200701,ID,0
20200702,ID,0.4823
20200703,ID,0.28595
20200704,ID,0.1062
20200705,ID,0
20200706,ID,0.318375
20200707,ID,0
20200708,ID,0.57255
20200709,ID,0.5574
20200710,ID,0
20200711,ID,-0.2023
20200712,ID,0
20200713,ID,0.32265
20200714,ID,0.743
20200715,ID,0
20200716,ID,0.29295
20200717,ID,0.7845
20200718,ID,0.2621
20200719,ID,0
20200720,ID,0
20200721,ID,0.167433333
20200722,ID,0.93
20200723,ID,0.17
20200724,ID,0.55715
20200725,ID,0.5618
20200726,ID,0.48165
20200727,ID,0
20200728,ID,0.61405
20200729,ID,0.01525
20200730,ID,0
20200731,ID,0.1498
20200801,ID,0.434
20200802,ID,0.0884
20200803,ID,0.1921
20200804,ID,0.3126
20200805,ID,0
20200806,ID,0
20200807,ID,0.6784
20200808,ID,0.03455
20200809,ID,0.8881
20200810,ID,0
20200811,ID,0.8799
20200812,ID,-0.39225
20200813,ID,0.7624
20200814,ID,0
20200815,ID,0.66194
20200816,ID,0.421275
20200817,ID,0.237333333
20200818,ID,0
20200819,ID,-0.004633333
20200820,ID,0.9846
20200821,ID,0.00422
20200822,ID,-0.2052
20200823,ID,-0.0167
20200824,ID,-0.6808
20200825,ID,-0.36735
20200826,ID,0
20200827,ID,0.10115
20200828,ID,0
20200829,ID,0
20200830,ID,0.2595
20200831,ID,0.6011
20200901,ID,-0.2059
20200902,ID,0.27115
20200903,ID,0
20200904,ID,0
20200905,ID,-0.4939
20200906,ID,0.555
20200907,ID,-0.3111
20200908,ID,0.9332
20200909,ID,0
20200910,ID,0.37315
20200911,ID,0.1109
20200912,ID,-0.2732
20200913,ID,0.25
20200914,ID,0
20200915,ID,0
20200916,ID,0
20200917,ID,0.8687
20200918,ID,0.743
20200919,ID,0
20200920,ID,0
20200921,ID,0
20200922,ID,0.5707
20200923,ID,0.24695
20200924,ID,0
20200925,ID,0
20200926,ID,0
20200927,ID,0
20200928,ID,0
20200929,ID,0
20200930,ID,0.4215
20201001,ID,0
20201002,ID,0
20201003,ID,0.5859
20201004,ID,0
20201005,ID,0
20201006,ID,0.6476
20201007,ID,0
20201008,ID,0
20201009,ID,0
20201010,ID,0
20201011,ID,-0.5267
20201012,ID,0
20201013,ID,0.4926
20201014,ID,0
20201015,ID,0
20201016,ID,0
20201017,ID,0.50065
20201018,ID,0
20201019,ID,0.9212
20201020,ID,-0.8087
20201021,ID,-0.005166667
20201022,ID,0
20201023,ID,0
20201024,ID,0.7506
20201025,ID,0.43885
20201026,ID,0.4278
20201027,ID,0
20201028,ID,0.6069
20201029,ID,0
20201030,ID,0
20201031,ID,0.5719
20201101,ID,0
20201102,ID,0
20201103,ID,0
20201104,ID,0
20201105,ID,0.392333333
20201106,ID,0
20201107,ID,0
20201108,ID,0
20201109,ID,0
20201110,ID,0
20201111,ID,-0.4563
20201112,ID,0
20201113,ID,0
20201114,ID,0
20201115,ID,0.4404
20201116,ID,0
20201117,ID,0
20201118,ID,0
20201119,ID,0
20201120,ID,0.41355
20201121,ID,0
20201122,ID,0.3787
20201123,ID,0
20201124,ID,0.7263
20201125,ID,0.67875
20201126,ID,0
20201127,ID,0
20201128,ID,0.7339
20201129,ID,0.741466667
20201130,ID,0.4374
20201201,ID,-0.4803
20201202,ID,0
20201203,ID,0.0491
20201204,ID,0
20201205,ID,0.296
20201206,ID,0
20201207,ID,-0.2424
20201208,ID,0.5811
20201209,ID,0.304375
20201210,ID,0
20201211,ID,-0.6249
20201212,ID,0
20201213,ID,0.7345
20201214,ID,-0.4588
20201215,ID,0.9357
20201216,ID,0
20201217,ID,0.6444
20201218,ID,0.2462
20201219,ID,0.9468
20201220,ID,0
20201221,ID,0.7184
20201222,ID,0
20201223,ID,0.508
20201224,ID,0.9353
20201225,ID,0
20201226,ID,0
20201227,ID,0
20201228,ID,0
20201229,ID,0.6249
20201230,ID,0
20210101,ID,0
20210102,ID,0
20210103,ID,0
20210104,ID,0
20210105,ID,0.566666667
20210106,ID,0
20210107,ID,0.8313
20210108,ID,0.4902
20210109,ID,0
20210110,ID,0.71055
20210111,ID,0
20210112,ID,0
20210113,ID,0.128
20210114,ID,0.5255
20210115,ID,0
20210116,ID,-0.1759
20210117,ID,0
20210118,ID,-0.0231
20210119,ID,0
20210120,ID,0.8268
20210121,ID,0
20210122,ID,0.74405
20210123,ID,0.3715
20210124,ID,0.1854
20210125,ID,0
20210126,ID,0
20210127,ID,0
20210128,ID,0
20210129,ID,0.52685
20210130,ID,0.53475
20210131,ID,0
20210201,ID,0
20210202,ID,0
20210203,ID,0
20210204,ID,0
20210205,ID,0.1462
20210206,ID,0
20210207,ID,0
20210208,ID,0
20210209,ID,0
20210210,ID,0
20210211,ID,0
20210212,ID,0.6435
20210213,ID,0.9272
20210214,ID,0
20210215,ID,0
20210216,ID,0
20210217,ID,0
20210218,ID,-0.091
20210219,ID,0.335325
20210220,ID,0.128
20210221,ID,0
20210222,ID,0
20210223,ID,0
20210224,ID,0.5411
20210225,ID,-0.091066667
20210226,ID,0.7455
20210227,ID,0
20210228,ID,0
20210301,ID,0.836
20210302,ID,0
20210303,ID,0
20210304,ID,0
20210305,ID,0.69
20210306,ID,0
20210307,ID,0.4404
20210308,ID,0
20210309,ID,0
20210310,ID,0
20210311,ID,0
20210312,ID,0.487233333
20210313,ID,0
20210314,ID,0
20210315,ID,0
20210316,ID,0
20210317,ID,0
20210318,ID,0
20210319,ID,0
20210320,ID,0.4588
20210321,ID,0
20210322,ID,-0.3182
20200320,IL,0.22034
20200321,IL,0.194075
20200322,IL,0.423533333
20200323,IL,0.1642
20200324,IL,-0.04134
20200325,IL,0.085583333
20200326,IL,0.65615
20200327,IL,0.250566667
20200328,IL,0.2844
20200330,IL,-0.01425
20200331,IL,0.520425
20200401,IL,0.4559
20200402,IL,0.4441
20200403,IL,0.4404
20200404,IL,0.8516
20200405,IL,0.8385
20200406,IL,0.33765
20200407,IL,0.36206
20200408,IL,0.09636
20200409,IL,0.9274
20200410,IL,-0.5423
20200411,IL,0.339433333
20200412,IL,0
20200413,IL,0
20200414,IL,-0.3071
20200415,IL,0
20200416,IL,0
20200417,IL,0.3205
20200418,IL,0.3167
20200419,IL,0.702533333
20200420,IL,0.4215
20200421,IL,-0.029166667
20200422,IL,-0.1718
20200423,IL,-0.062
20200424,IL,0.469533333
20200425,IL,0.3602
20200426,IL,0.72175
20200427,IL,0.47245
20200428,IL,0.267275
20200429,IL,0.645633333
20200430,IL,0.3719
20200501,IL,0.60608
20200502,IL,-0.036277778
20200503,IL,-0.2042
20200504,IL,-0.09556
20200505,IL,0.428390909
20200506,IL,0.3317125
20200507,IL,0.251866667
20200508,IL,0.37846
20200509,IL,0.221016667
20200510,IL,0.049542857
20200511,IL,0.2083
20200512,IL,0.40348
20200513,IL,0.33366
20200514,IL,0.4831
20200515,IL,0.1265
20200516,IL,0.65555
20200517,IL,0.377714286
20200518,IL,0.137
20200519,IL,-0.020925
20200520,IL,0.35168
20200521,IL,0.53
20200522,IL,0.292825
20200523,IL,0.24922
20200524,IL,0.137475
20200525,IL,0.07139
20200526,IL,0.71225
20200527,IL,-0.072
20200528,IL,0.104657143
20200529,IL,0.138336364
20200530,IL,0.7255
20200531,IL,0
20200601,IL,0.529266667
20200602,IL,-0.45048
20200603,IL,0.3726
20200604,IL,-0.224
20200605,IL,0.36465
20200606,IL,0.01275
20200607,IL,0.109766667
20200608,IL,0.0093
20200609,IL,0.2856
20200610,IL,0.911033333
20200611,IL,0.15936
20200612,IL,0.16594
20200613,IL,0.5413
20200614,IL,0.23475
20200615,IL,0.081416667
20200616,IL,0.37908
20200617,IL,0.20796
20200618,IL,0.2438875
20200619,IL,0.594314286
20200620,IL,0.12395
20200621,IL,0.30416
20200622,IL,0.0491125
20200623,IL,0.161025
20200624,IL,0.276216667
20200625,IL,0.34496
20200626,IL,0.36666
20200627,IL,0.62628
20200628,IL,0.5438
20200629,IL,0.583333333
20200630,IL,0.3321
20200701,IL,0.266266667
20200702,IL,0.047825
20200703,IL,0.540233333
20200704,IL,0.282657143
20200705,IL,0.5719
20200706,IL,-0.06134
20200707,IL,0.3104
20200708,IL,0.327833333
20200709,IL,0.279666667
20200710,IL,0.229771429
20200711,IL,0.35402
20200712,IL,0.4310875
20200713,IL,0.163875
20200714,IL,0.24134
20200715,IL,0.113
20200716,IL,0.2303
20200717,IL,0.353066667
20200718,IL,0.458942857
20200719,IL,0.311483333
20200720,IL,0.40202
20200721,IL,0.173275
20200722,IL,0.121025
20200723,IL,0.177671429
20200724,IL,0.28955
20200725,IL,0.394925
20200726,IL,0.5574
20200727,IL,0.34624
20200728,IL,0.2807
20200729,IL,-0.1163
20200730,IL,0.7735
20200731,IL,0.285683333
20200801,IL,0.1289625
20200802,IL,0.558825
20200803,IL,0.196658333
20200804,IL,0.53506
20200805,IL,0.374992308
20200806,IL,0.524522222
20200807,IL,0.512666667
20200808,IL,0.267925
20200809,IL,0.6371
20200810,IL,0.528155556
20200811,IL,0.379016667
20200812,IL,0.13765
20200813,IL,0.282007692
20200814,IL,0.39662
20200815,IL,0.307535714
20200816,IL,0.36999375
20200817,IL,0.193118182
20200818,IL,0.51764
20200819,IL,0.3605
20200820,IL,0.091066667
20200821,IL,0.517155556
20200822,IL,0.252257143
20200823,IL,0.18196
20200824,IL,0.35582
20200825,IL,0.38722
20200826,IL,0.181725
20200827,IL,0.5259
20200828,IL,0.10945
20200829,IL,0.0927
20200830,IL,0.095828571
20200831,IL,-0.1883
20200901,IL,0.0348125
20200902,IL,0.0796875
20200903,IL,0.421575
20200904,IL,0.328581818
20200905,IL,0.342285714
20200906,IL,0.77195
20200907,IL,0.549466667
20200908,IL,0.2737
20200909,IL,-0.061757143
20200910,IL,-0.9169
20200911,IL,0
20200912,IL,0.337225
20200913,IL,0.32385
20200914,IL,0.10318
20200915,IL,0.21075
20200916,IL,-0.3716
20200917,IL,0.415933333
20200918,IL,0
20200919,IL,0.406266667
20200920,IL,0.7021
20200921,IL,0
20200922,IL,0.381233333
20200923,IL,0.133966667
20200924,IL,0
20200925,IL,0
20200926,IL,0
20200927,IL,0.22994
20200928,IL,0.29295
20200929,IL,0.099233333
20200930,IL,-0.1366
20201001,IL,0.4404
20201002,IL,0
20201003,IL,0
20201004,IL,0.408
20201005,IL,0.0378
20201006,IL,0.1806
20201007,IL,0.638066667
20201008,IL,-0.0714
20201009,IL,0.2695
20201010,IL,0
20201011,IL,0.7003
20201012,IL,0.4404
20201013,IL,0
20201014,IL,0.38245
20201015,IL,0.85485
20201016,IL,0.36915
20201017,IL,0.03395
20201018,IL,0.196625
20201019,IL,0.275233333
20201020,IL,0.2202
20201021,IL,0.10955
20201022,IL,0.304533333
20201023,IL,0.06385
20201024,IL,0.7003
20201025,IL,0
20201026,IL,0.5859
20201027,IL,0
20201028,IL,0.299075
20201029,IL,0.565166667
20201030,IL,0.317
20201031,IL,0.29991
20201101,IL,-0.022
20201102,IL,-0.7914
20201103,IL,-0.17
20201104,IL,0.16922
20201105,IL,0.31845
20201106,IL,0.11632
20201107,IL,0.46385
20201108,IL,0.368757143
20201109,IL,0.493533333
20201110,IL,0
20201111,IL,-0.2093
20201112,IL,0.640566667
20201113,IL,0.01755
20201114,IL,0.206475
20201115,IL,0.329433333
20201116,IL,0.51855
20201117,IL,0.36975
20201118,IL,0.327775
20201119,IL,0.197883333
20201120,IL,0.3594
20201121,IL,0.1888625
20201122,IL,0.11435
20201123,IL,0.641533333
20201124,IL,0.594225
20201125,IL,0.520471429
20201126,IL,0.501641667
20201127,IL,0.3899
20201128,IL,0.3585
20201129,IL,0.74038
20201130,IL,0.2793
20201201,IL,0.108928571
20201202,IL,0.16815
20201203,IL,-0.26335
20201204,IL,0.20095
20201205,IL,0.219571429
20201206,IL,0.4404
20201207,IL,0.663683333
20201208,IL,0.195642857
20201209,IL,0.328275
20201210,IL,0.017625
20201211,IL,0.294325
20201212,IL,0.580533333
20201213,IL,0.420566667
20201214,IL,0.3263
20201215,IL,0.524928571
20201216,IL,0.085
20201217,IL,0.2060375
20201218,IL,-0.2355
20201219,IL,0
20201220,IL,0.0361
20201221,IL,-0.33735
20201222,IL,0.422714286
20201223,IL,0.4537
20201224,IL,0.59392
20201225,IL,0.71235
20201226,IL,0.83495
20201227,IL,-0.4466
20201228,IL,0.08808
20201229,IL,0.39678
20201230,IL,0.318933333
20210101,IL,0.70208
20210102,IL,0.9085
20210103,IL,0.4199375
20210104,IL,-0.5661
20210105,IL,0.62435
20210106,IL,0.034933333
20210107,IL,0.029866667
20210108,IL,0.7482
20210109,IL,0.10115
20210110,IL,0.6367
20210111,IL,0.61035
20210112,IL,0.238466667
20210113,IL,0.4926
20210114,IL,0.415925
20210115,IL,0.21005
20210116,IL,0.23965
20210117,IL,0.382966667
20210118,IL,0.87815
